candidate_id,canonical_name,latitude,longitude,categories,district,district_query_id,district_query_url,source_name,source_record_id,source_url,source_license,collected_at,raw_source_tags,verification_status,duplicate_cluster_id,duplicate_candidate_ids
osm-node-12310428142-hambantota,Dematagala Cave Temple,6.5061528,81.5285336,historic=ruins,Hambantota,relation/5337945,https://www.openstreetmap.org/relation/5337945,OpenStreetMap,node/12310428142,https://www.openstreetmap.org/node/12310428142,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""ruins"",""name"":""Dematagala Cave Temple"",""query_district_name"":""Hambantota"",""query_district_osm_relation_id"":""5337945""}",candidate_unverified,,
osm-node-1642999046-jaffna,Casuarina Beach,9.7623085,79.8858088,tourism=viewpoint,Jaffna,relation/3237345,https://www.openstreetmap.org/relation/3237345,OpenStreetMap,node/1642999046,https://www.openstreetmap.org/node/1642999046,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Casuarina Beach"",""query_district_name"":""Jaffna"",""query_district_osm_relation_id"":""3237345"",""tourism"":""viewpoint""}",candidate_unverified,,
wikidata-Q5370021-kandy,Embekka Devalaya,7.2179167,80.5677222,temple,Kandy,Q723002,https://www.wikidata.org/wiki/Q723002,Wikidata,Q5370021,https://www.wikidata.org/wiki/Q5370021,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q44539""],""instance_labels"":[""temple""],""located_in_district_id"":""Q723002"",""query_district_name"":""Kandy"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Embekka_Devalaya""}",candidate_unverified,,
wikidata-Q48732862-kegalle,Dodanthale Raja Maha Vihara,7.2299167,80.4294167,Buddhist temple,Kegalle,Q1737803,https://www.wikidata.org/wiki/Q1737803,Wikidata,Q48732862,https://www.wikidata.org/wiki/Q48732862,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1737803"",""query_district_name"":""Kegalle"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Dodanthale_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q6956453-kurunegala,Nā Uyana Monastery,7.7378472,80.516575,vihara,Kurunegala,Q745073,https://www.wikidata.org/wiki/Q745073,Wikidata,Q6956453,https://www.wikidata.org/wiki/Q6956453,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q844619""],""instance_labels"":[""vihara""],""located_in_district_id"":""Q745073"",""query_district_name"":""Kurunegala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Na_Uyana_Aranya""}",candidate_unverified,,
wikidata-Q47516796-monaragala,Keheliya Raja Maha Vihara,6.6655,81.1270556,Buddhist temple,Monaragala,Q923420,https://www.wikidata.org/wiki/Q923420,Wikidata,Q47516796,https://www.wikidata.org/wiki/Q47516796,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q923420"",""query_district_name"":""Monaragala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Keheliya_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q20987409-nuwara-eliya,Great Western Mountain,6.9666667,80.6938889,mountain,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q20987409,https://www.wikidata.org/wiki/Q20987409,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Great_Western_Mountain""}",candidate_unverified,,
wikidata-Q25638217-ratnapura,Abhayathilakarathnaramaya,6.7781111,80.3667778,Buddhist temple,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q25638217,https://www.wikidata.org/wiki/Q25638217,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Abhayathilakarathnaramaya""}",candidate_unverified,,
wikidata-Q3070381-trincomalee,Fort Fredrick,8.5752778,81.2413889,fort,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q3070381,https://www.wikidata.org/wiki/Q3070381,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Fort_Fredrick""}",candidate_unverified,,
wikidata-Q20987429-ampara,Magul Maha Viharaya,6.86744,81.736836,Buddhist temple,Ampara,Q474395,https://www.wikidata.org/wiki/Q474395,Wikidata,Q20987429,https://www.wikidata.org/wiki/Q20987429,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q474395"",""query_district_name"":""Ampara"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Magul_Maha_Viharaya""}",candidate_unverified,,
wikidata-Q16938356-anuradhapura,Vessagiri,8.35,80.3833,archaeological site,Anuradhapura,Q612614,https://www.wikidata.org/wiki/Q612614,Wikidata,Q16938356,https://www.wikidata.org/wiki/Q16938356,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q839954""],""instance_labels"":[""archaeological site""],""located_in_district_id"":""Q612614"",""query_district_name"":""Anuradhapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Vessagiriya""}",candidate_unverified,,
wikidata-Q126653340-badulla,Mini World's End,7.11017,81.15917,scenic viewpoint,Badulla,Q799713,https://www.wikidata.org/wiki/Q799713,Wikidata,Q126653340,https://www.wikidata.org/wiki/Q126653340,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q6017969""],""instance_labels"":[""scenic viewpoint""],""located_in_district_id"":""Q799713"",""query_district_name"":""Badulla""}",candidate_unverified,dup-dbe98b711716,osm-node-4611099090-badulla
wikidata-Q1849425-batticaloa,Batticaloa Fort,7.711901,81.702377,fort,Batticaloa,Q810960,https://www.wikidata.org/wiki/Q810960,Wikidata,Q1849425,https://www.wikidata.org/wiki/Q1849425,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q810960"",""query_district_name"":""Batticaloa"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Batticaloa_fort""}",candidate_unverified,dup-98f8e72471ed,osm-way-219872503-batticaloa
wikidata-Q16979801-colombo,Isipathanaramaya Temple,6.8888,79.8656,Buddhist temple|temple,Colombo,Q606287,https://www.wikidata.org/wiki/Q606287,Wikidata,Q16979801,https://www.wikidata.org/wiki/Q16979801,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q44539"",""Q5393308""],""instance_labels"":[""Buddhist temple"",""temple""],""located_in_district_id"":""Q606287"",""query_district_name"":""Colombo"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Isipathanaramaya_Temple""}",candidate_unverified,,
wikidata-Q18708383-gampaha,Malwana Fort,6.925593,80.022208,fort,Gampaha,Q206344,https://www.wikidata.org/wiki/Q206344,Wikidata,Q18708383,https://www.wikidata.org/wiki/Q18708383,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q206344"",""query_district_name"":""Gampaha"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Malwana_fort""}",candidate_unverified,,
wikidata-Q2003663-hambantota,Bundala National Park,6.2138889,81.225,biosphere reserve|national park,Hambantota,Q723006,https://www.wikidata.org/wiki/Q723006,Wikidata,Q2003663,https://www.wikidata.org/wiki/Q2003663,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q19683138""],""heritage_designation_labels"":[""Ramsar site""],""instance_ids"":[""Q158454"",""Q46169""],""instance_labels"":[""biosphere reserve"",""national park""],""located_in_district_id"":""Q723006"",""query_district_name"":""Hambantota"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Bundala_National_Park""}",candidate_unverified,,
wikidata-Q12975379-jaffna,Kayts Island Fort,9.700808,79.852035,fort,Jaffna,Q1520182,https://www.wikidata.org/wiki/Q1520182,Wikidata,Q12975379,https://www.wikidata.org/wiki/Q12975379,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q1520182"",""query_district_name"":""Jaffna"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kayts_Island_Fort""}",candidate_unverified,dup-7b0d8e80917b,osm-node-5627300060-jaffna
wikidata-Q7332903-kurunegala,Ridi Viharaya,7.55,80.4833333,Buddhist temple,Kurunegala,Q745073,https://www.wikidata.org/wiki/Q745073,Wikidata,Q7332903,https://www.wikidata.org/wiki/Q7332903,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q745073"",""query_district_name"":""Kurunegala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Ridi_Viharaya""}",candidate_unverified,,
wikidata-Q47520138-monaragala,Kanabiso Pokuna Raja Maha Vihara,6.6549444,81.1483611,Buddhist temple,Monaragala,Q923420,https://www.wikidata.org/wiki/Q923420,Wikidata,Q47520138,https://www.wikidata.org/wiki/Q47520138,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q923420"",""query_district_name"":""Monaragala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kanabiso_Pokuna_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q21000644-nuwara-eliya,Pusulpitiya Raja Maha Vihara,7.0554,80.6482,Buddhist temple,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q21000644,https://www.wikidata.org/wiki/Q21000644,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Pusulpitiya_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q27445571-ratnapura,Kukulugala,6.6644444,80.2638889,mountain,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q27445571,https://www.wikidata.org/wiki/Q27445571,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kukulugala""}",candidate_unverified,,
wikidata-Q48733604-trincomalee,Girihandu Seya,8.8703889,81.0072778,Buddhist temple,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q48733604,https://www.wikidata.org/wiki/Q48733604,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Girihandu_Seya""}",candidate_unverified,,
osm-node-10289187718-ampara,Kitulana Tank View,6.8886092,81.7197349,tourism=viewpoint,Ampara,relation/5351718,https://www.openstreetmap.org/relation/5351718,OpenStreetMap,node/10289187718,https://www.openstreetmap.org/node/10289187718,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Kitulana Tank View"",""query_district_name"":""Ampara"",""query_district_osm_relation_id"":""5351718"",""tourism"":""viewpoint""}",candidate_unverified,,
osm-node-10877048230-anuradhapura,Sarananda Pirivena Buddha statue,8.3360224,80.3950396,historic=monument,Anuradhapura,relation/5351719,https://www.openstreetmap.org/relation/5351719,OpenStreetMap,node/10877048230,https://www.openstreetmap.org/node/10877048230,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""monument"",""name"":""Sarananda Pirivena Buddha statue"",""query_district_name"":""Anuradhapura"",""query_district_osm_relation_id"":""5351719""}",candidate_unverified,,
osm-node-12526403873-badulla,Secret Viewpoint,6.7881097,81.0039914,tourism=viewpoint,Badulla,relation/5351720,https://www.openstreetmap.org/relation/5351720,OpenStreetMap,node/12526403873,https://www.openstreetmap.org/node/12526403873,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Secret Viewpoint"",""query_district_name"":""Badulla"",""query_district_osm_relation_id"":""5351720"",""tourism"":""viewpoint""}",candidate_unverified,,
osm-way-238423280-batticaloa,St. Mary's Cathedral,7.712446,81.696032,tourism=attraction|historic=yes|amenity=place_of_worship,Batticaloa,relation/5351721,https://www.openstreetmap.org/relation/5351721,OpenStreetMap,way/238423280,https://www.openstreetmap.org/way/238423280,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""amenity"":""place_of_worship"",""denomination"":""roman_catholic"",""historic"":""yes"",""name"":""புனித மரியன்னை பேராலயம்"",""name:en"":""St. Mary's Cathedral"",""query_district_name"":""Batticaloa"",""query_district_osm_relation_id"":""5351721"",""religion"":""christian"",""tourism"":""attraction"",""website"":""https://battidiocese.org/""}",candidate_unverified,,
osm-node-11134292004-colombo,Jayawadanagama Monument,6.8860539,79.9408927,historic=monument,Colombo,relation/5351774,https://www.openstreetmap.org/relation/5351774,OpenStreetMap,node/11134292004,https://www.openstreetmap.org/node/11134292004,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""monument"",""name"":""Jayawadanagama Monument"",""query_district_name"":""Colombo"",""query_district_osm_relation_id"":""5351774""}",candidate_unverified,,
osm-node-4087936840-gampaha,Navy War Heros Monument,7.0189474,79.89985,historic=monument,Gampaha,relation/5351775,https://www.openstreetmap.org/relation/5351775,OpenStreetMap,node/4087936840,https://www.openstreetmap.org/node/4087936840,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""monument"",""name"":""Navy War Heros Monument"",""query_district_name"":""Gampaha"",""query_district_osm_relation_id"":""5351775""}",candidate_unverified,,
osm-node-12310552216-hambantota,Gonagala Ancient Temple,6.33052,81.4492465,historic=ruins,Hambantota,relation/5337945,https://www.openstreetmap.org/relation/5337945,OpenStreetMap,node/12310552216,https://www.openstreetmap.org/node/12310552216,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""ruins"",""name"":""Gonagala Ancient Temple"",""query_district_name"":""Hambantota"",""query_district_osm_relation_id"":""5337945""}",candidate_unverified,,
osm-node-1841131303-jaffna,Manal Kadu Beach,9.7727564,80.2764737,tourism=viewpoint,Jaffna,relation/3237345,https://www.openstreetmap.org/relation/3237345,OpenStreetMap,node/1841131303,https://www.openstreetmap.org/node/1841131303,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Manal Kadu Beach"",""query_district_name"":""Jaffna"",""query_district_osm_relation_id"":""3237345"",""tourism"":""viewpoint""}",candidate_unverified,,
wikidata-Q6415081-monaragala,Kiri Vehera,6.7,81.55,stupa,Monaragala,Q923420,https://www.wikidata.org/wiki/Q923420,Wikidata,Q6415081,https://www.wikidata.org/wiki/Q6415081,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q180987""],""instance_labels"":[""stupa""],""located_in_district_id"":""Q923420"",""query_district_name"":""Monaragala"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kiri_Vehera""}",candidate_unverified,,
wikidata-Q23584970-nuwara-eliya,Conical Hill,6.9125,80.7758333,mountain,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q23584970,https://www.wikidata.org/wiki/Q23584970,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Conical_Hill_(Sri_Lanka)""}",candidate_unverified,,
wikidata-Q33101684-ratnapura,Aramanapola Raja Maha Vihara,6.6345278,80.5228333,Buddhist temple,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q33101684,https://www.wikidata.org/wiki/Q33101684,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Aramanapola_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q7193301-trincomalee,Pigeon Island National Park,8.7166667,81.2,national park,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q7193301,https://www.wikidata.org/wiki/Q7193301,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q46169""],""instance_labels"":[""national park""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Pigeon_Island_National_Park""}",candidate_unverified,,
wikidata-Q25637751-ampara,Piyangala Forest Hermitage,7.4961111,81.6315556,Buddhist temple,Ampara,Q474395,https://www.wikidata.org/wiki/Q474395,Wikidata,Q25637751,https://www.wikidata.org/wiki/Q25637751,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q474395"",""query_district_name"":""Ampara"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Piyangala_Aranya_Senasanaya""}",candidate_unverified,,
wikidata-Q1961579-anuradhapura,Jetavanaramaya,8.351667,80.403611,stupa,Anuradhapura,Q612614,https://www.wikidata.org/wiki/Q612614,Wikidata,Q1961579,https://www.wikidata.org/wiki/Q1961579,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q180987""],""instance_labels"":[""stupa""],""located_in_district_id"":""Q612614"",""query_district_name"":""Anuradhapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Jetavanaramaya""}",candidate_unverified,,
wikidata-Q18708370-badulla,Haldummulla fort,6.76435,80.882657,military base,Badulla,Q799713,https://www.wikidata.org/wiki/Q799713,Wikidata,Q18708370,https://www.wikidata.org/wiki/Q18708370,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q245016""],""instance_labels"":[""military base""],""located_in_district_id"":""Q799713"",""query_district_name"":""Badulla"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Haldummulla_fort""}",candidate_unverified,,
wikidata-Q20987385-batticaloa,"Church of Our Lady of Presentation, Batticaloa",7.720159,81.69526,church building,Batticaloa,Q810960,https://www.wikidata.org/wiki/Q810960,Wikidata,Q20987385,https://www.wikidata.org/wiki/Q20987385,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q16970""],""instance_labels"":[""church building""],""located_in_district_id"":""Q810960"",""query_district_name"":""Batticaloa"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Church_of_Our_Lady_of_Presentation,_Batticaloa""}",candidate_unverified,,
wikidata-Q18164047-colombo,Cathedral of Christ the Living Saviour,6.90382,79.8733,cathedral,Colombo,Q606287,https://www.wikidata.org/wiki/Q606287,Wikidata,Q18164047,https://www.wikidata.org/wiki/Q18164047,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q2977""],""instance_labels"":[""cathedral""],""located_in_district_id"":""Q606287"",""query_district_name"":""Colombo"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Cathedral_of_Christ_the_Living_Saviour""}",candidate_unverified,,
wikidata-Q18756153-gampaha,Negombo Fort,7.208333,79.830556,fort,Gampaha,Q206344,https://www.wikidata.org/wiki/Q206344,Wikidata,Q18756153,https://www.wikidata.org/wiki/Q18756153,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[""Q38080272""],""heritage_designation_labels"":[""Heritage of Portuguese Influence""],""instance_ids"":[""Q1785071""],""instance_labels"":[""fort""],""located_in_district_id"":""Q206344"",""query_district_name"":""Gampaha"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Negombo_fort""}",candidate_unverified,dup-aeedab17bd85,osm-way-196057979-gampaha
wikidata-Q20216036-hambantota,Mulkirigala Raja Maha Vihara,6.12305,80.7364,Buddhist temple,Hambantota,Q723006,https://www.wikidata.org/wiki/Q723006,Wikidata,Q20216036,https://www.wikidata.org/wiki/Q20216036,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q5393308""],""instance_labels"":[""Buddhist temple""],""located_in_district_id"":""Q723006"",""query_district_name"":""Hambantota"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Mulkirigala_Raja_Maha_Vihara""}",candidate_unverified,,
wikidata-Q15263839-jaffna,Old Park,9.6587222,80.0294722,park,Jaffna,Q1520182,https://www.wikidata.org/wiki/Q1520182,Wikidata,Q15263839,https://www.wikidata.org/wiki/Q15263839,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q22698""],""instance_labels"":[""park""],""located_in_district_id"":""Q1520182"",""query_district_name"":""Jaffna"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Old_Park""}",candidate_unverified,,
wikidata-Q23585009-nuwara-eliya,Kudahagala,6.8130556,80.7830556,mountain,Nuwara Eliya,Q1583950,https://www.wikidata.org/wiki/Q1583950,Wikidata,Q23585009,https://www.wikidata.org/wiki/Q23585009,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q8502""],""instance_labels"":[""mountain""],""located_in_district_id"":""Q1583950"",""query_district_name"":""Nuwara Eliya"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Kudahagala""}",candidate_unverified,,
wikidata-Q38250559-ratnapura,Uggal Aluthnuwara Kataragama Devalaya,6.6841667,80.7468611,temple,Ratnapura,Q1587175,https://www.wikidata.org/wiki/Q1587175,Wikidata,Q38250559,https://www.wikidata.org/wiki/Q38250559,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q44539""],""instance_labels"":[""temple""],""located_in_district_id"":""Q1587175"",""query_district_name"":""Ratnapura"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Uggal_Aluthnuwara_Kataragama_Devalaya""}",candidate_unverified,,
wikidata-Q840346-trincomalee,Koneswaram Temple,8.5825,81.2455556,temple,Trincomalee,Q1493318,https://www.wikidata.org/wiki/Q1493318,Wikidata,Q840346,https://www.wikidata.org/wiki/Q840346,CC0 1.0,2026-08-19T17:27:06+00:00,"{""heritage_designation_ids"":[],""heritage_designation_labels"":[],""instance_ids"":[""Q44539""],""instance_labels"":[""temple""],""located_in_district_id"":""Q1493318"",""query_district_name"":""Trincomalee"",""wikipedia_url"":""https://en.wikipedia.org/wiki/Koneswaram_Temple""}",candidate_unverified,,
osm-node-10537478691-ampara,Bambaragasthalawa Naga Pabbatha Monastery,6.6443041,81.7221168,historic=archaeological_site,Ampara,relation/5351718,https://www.openstreetmap.org/relation/5351718,OpenStreetMap,node/10537478691,https://www.openstreetmap.org/node/10537478691,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""archaeological_site"",""name"":""Bambaragasthalawa Naga Pabbatha Monastery"",""query_district_name"":""Ampara"",""query_district_osm_relation_id"":""5351718"",""religion"":""buddhist""}",candidate_unverified,,
osm-node-11482826691-anuradhapura,Ranmasu Uyana - Star Gate,8.3372563,80.3899496,historic=monument,Anuradhapura,relation/5351719,https://www.openstreetmap.org/relation/5351719,OpenStreetMap,node/11482826691,https://www.openstreetmap.org/node/11482826691,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""monument"",""name"":""Ranmasu Uyana - Star Gate"",""query_district_name"":""Anuradhapura"",""query_district_osm_relation_id"":""5351719""}",candidate_unverified,,
osm-node-12578912787-badulla,Black Bridge,6.8226545,80.8334106,tourism=attraction,Badulla,relation/5351720,https://www.openstreetmap.org/relation/5351720,OpenStreetMap,node/12578912787,https://www.openstreetmap.org/node/12578912787,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Black Bridge"",""query_district_name"":""Badulla"",""query_district_osm_relation_id"":""5351720"",""tourism"":""attraction""}",candidate_unverified,,
osm-way-457180593-batticaloa,M.S.W.Cultural hall,7.6116461,81.7090862,tourism=museum,Batticaloa,relation/5351721,https://www.openstreetmap.org/relation/5351721,OpenStreetMap,way/457180593,https://www.openstreetmap.org/way/457180593,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""M.S.W.Cultural hall"",""query_district_name"":""Batticaloa"",""query_district_osm_relation_id"":""5351721"",""tourism"":""museum""}",candidate_unverified,,
osm-node-13011179161-colombo,Good Market fair trade and organic market,6.9061323,79.8644793,tourism=attraction,Colombo,relation/5351774,https://www.openstreetmap.org/relation/5351774,OpenStreetMap,node/13011179161,https://www.openstreetmap.org/node/13011179161,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""name"":""Good Market fair trade and organic market"",""query_district_name"":""Colombo"",""query_district_osm_relation_id"":""5351774"",""tourism"":""attraction""}",candidate_unverified,,
osm-node-4148240216-gampaha,Buddha Statue,7.0883159,80.0116014,historic=monument,Gampaha,relation/5351775,https://www.openstreetmap.org/relation/5351775,OpenStreetMap,node/4148240216,https://www.openstreetmap.org/node/4148240216,ODbL 1.0,2026-08-19T17:27:06+00:00,"{""historic"":""monument"",""name"":""Buddha Statue"",""query_district_name"":""Gampaha"",""query_district_osm_relation_id"":""5351775""}",candidate_unverified,,
