judgement_id,profile_id,user_interests,place_id,poi_name,district,verified_poi_tags,source_name,source_url,split,example_partition,weak_label,reviewer_a_label,reviewer_b_label,final_relevance_label,label_provenance,rule_version,adjudication_note
P07::osm-node-4157023134,P07,city,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q20859170,P07,city,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,Wikidata,https://www.wikidata.org/wiki/Q20859170,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q3217592,P07,city,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3217592,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q25637940,P07,city,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q25637940,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q5370021,P07,city,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q5370021,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q28015701,P07,city,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q28015701,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-11017570005,P07,city,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q3533580,P07,city,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q3533580,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q20010653,P07,city,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q20010653,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-11096423467,P07,city,osm-node-11096423467,Dawson Tower,Kandy,city|history,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-11583843280,P07,city,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-5063761704,P07,city,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-4440038982,P07,city,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-4566489017,P07,city,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-5299675266,P07,city,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q16308678,P07,city,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q19700397,P07,city,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q25104534,P07,city,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q25104534,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q272153,P07,city,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,Wikidata,https://www.wikidata.org/wiki/Q272153,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q45690,P07,city,wikidata-Q45690,Dambulla Cave Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q45690,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q65949703,P07,city,wikidata-Q65949703,Pidurangala Rock,Matale,adventure|nature|religion,Wikidata,https://www.wikidata.org/wiki/Q65949703,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q3335386,P07,city,wikidata-Q3335386,Nalanda Gedige,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3335386,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q18915186,P07,city,wikidata-Q18915186,Sembuwatta Lake,Matale,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q18915186,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-way-191390663,P07,city,osm-way-191390663,Sigiriya Museum,Matale,culture|history,OpenStreetMap,https://www.openstreetmap.org/way/191390663,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::osm-node-2714398529,P07,city,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,nature|wildlife,OpenStreetMap,https://www.openstreetmap.org/node/2714398529,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q1146327,P07,city,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q1146327,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q19710937,P07,city,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q19710937,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q23585049,P07,city,wikidata-Q23585049,One Tree Hill,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q23585049,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q37551,P07,city,wikidata-Q37551,Devon Falls,Nuwara Eliya,nature,Wikidata,https://www.wikidata.org/wiki/Q37551,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q375975,P07,city,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,adventure|nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q375975,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q37700,P07,city,wikidata-Q37700,Elgin Falls,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q37700,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q38350,P07,city,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,nature,Wikidata,https://www.wikidata.org/wiki/Q38350,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q5640438,P07,city,wikidata-Q5640438,Hakgala,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q5640438,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q7796948,P07,city,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,adventure|nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q7796948,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P07::wikidata-Q97262496,P07,city,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q97262496,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q15717689,P09,culture|history,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q15717689,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q3119056,P09,culture|history,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Kandy,nature,Wikidata,https://www.wikidata.org/wiki/Q3119056,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q5966035,P09,culture|history,wikidata-Q5966035,Kandy Lake,Kandy,city|nature,Wikidata,https://www.wikidata.org/wiki/Q5966035,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q7876953,P09,culture|history,wikidata-Q7876953,Udawatta Kele Sanctuary,Kandy,nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q7876953,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-3276843504,P09,culture|history,osm-node-3276843504,Ceylon Tea Museum,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-4157023134,P09,culture|history,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q20859170,P09,culture|history,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,Wikidata,https://www.wikidata.org/wiki/Q20859170,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q3217592,P09,culture|history,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3217592,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q25637940,P09,culture|history,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q25637940,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q5370021,P09,culture|history,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q5370021,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q28015701,P09,culture|history,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q28015701,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-11017570005,P09,culture|history,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q3533580,P09,culture|history,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q3533580,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q20010653,P09,culture|history,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q20010653,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-11096423467,P09,culture|history,osm-node-11096423467,Dawson Tower,Kandy,city|history,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-11583843280,P09,culture|history,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-5063761704,P09,culture|history,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-4440038982,P09,culture|history,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-4566489017,P09,culture|history,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-5299675266,P09,culture|history,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q16308678,P09,culture|history,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q19700397,P09,culture|history,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q25104534,P09,culture|history,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q25104534,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q272153,P09,culture|history,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,Wikidata,https://www.wikidata.org/wiki/Q272153,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q45690,P09,culture|history,wikidata-Q45690,Dambulla Cave Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q45690,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q65949703,P09,culture|history,wikidata-Q65949703,Pidurangala Rock,Matale,adventure|nature|religion,Wikidata,https://www.wikidata.org/wiki/Q65949703,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q3335386,P09,culture|history,wikidata-Q3335386,Nalanda Gedige,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3335386,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q18915186,P09,culture|history,wikidata-Q18915186,Sembuwatta Lake,Matale,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q18915186,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-way-191390663,P09,culture|history,osm-way-191390663,Sigiriya Museum,Matale,culture|history,OpenStreetMap,https://www.openstreetmap.org/way/191390663,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::osm-node-2714398529,P09,culture|history,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,nature|wildlife,OpenStreetMap,https://www.openstreetmap.org/node/2714398529,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q1146327,P09,culture|history,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q1146327,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q19710937,P09,culture|history,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q19710937,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q23585049,P09,culture|history,wikidata-Q23585049,One Tree Hill,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q23585049,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q37551,P09,culture|history,wikidata-Q37551,Devon Falls,Nuwara Eliya,nature,Wikidata,https://www.wikidata.org/wiki/Q37551,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q375975,P09,culture|history,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,adventure|nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q375975,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q37700,P09,culture|history,wikidata-Q37700,Elgin Falls,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q37700,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q38350,P09,culture|history,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,nature,Wikidata,https://www.wikidata.org/wiki/Q38350,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q5640438,P09,culture|history,wikidata-Q5640438,Hakgala,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q5640438,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q7796948,P09,culture|history,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,adventure|nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q7796948,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P09::wikidata-Q97262496,P09,culture|history,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q97262496,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q15717689,P10,culture|religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q15717689,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q3119056,P10,culture|religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Kandy,nature,Wikidata,https://www.wikidata.org/wiki/Q3119056,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q5966035,P10,culture|religion,wikidata-Q5966035,Kandy Lake,Kandy,city|nature,Wikidata,https://www.wikidata.org/wiki/Q5966035,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q7876953,P10,culture|religion,wikidata-Q7876953,Udawatta Kele Sanctuary,Kandy,nature|wildlife,Wikidata,https://www.wikidata.org/wiki/Q7876953,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-3276843504,P10,culture|religion,osm-node-3276843504,Ceylon Tea Museum,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-4157023134,P10,culture|religion,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q20859170,P10,culture|religion,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,Wikidata,https://www.wikidata.org/wiki/Q20859170,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q3217592,P10,culture|religion,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q3217592,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q25637940,P10,culture|religion,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q25637940,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q5370021,P10,culture|religion,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q5370021,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q28015701,P10,culture|religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q28015701,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-11017570005,P10,culture|religion,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q3533580,P10,culture|religion,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q3533580,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q20010653,P10,culture|religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,Wikidata,https://www.wikidata.org/wiki/Q20010653,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-11096423467,P10,culture|religion,osm-node-11096423467,Dawson Tower,Kandy,city|history,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-11583843280,P10,culture|religion,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-5063761704,P10,culture|religion,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-4440038982,P10,culture|religion,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-4566489017,P10,culture|religion,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::osm-node-5299675266,P10,culture|religion,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q16308678,P10,culture|religion,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,Wikidata,https://www.wikidata.org/wiki/Q16308678,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q19700397,P10,culture|religion,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q19700397,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q25104534,P10,culture|religion,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,Wikidata,https://www.wikidata.org/wiki/Q25104534,training,rule_derived_weak_training_v2,0,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q272153,P10,culture|religion,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,Wikidata,https://www.wikidata.org/wiki/Q272153,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q45690,P10,culture|religion,wikidata-Q45690,Dambulla Cave Temple,Matale,culture|history|religion,Wikidata,https://www.wikidata.org/wiki/Q45690,training,rule_derived_weak_training_v2,2,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
P10::wikidata-Q65949703,P10,culture|religion,wikidata-Q65949703,Pidurangala Rock,Matale,adventure|nature|religion,Wikidata,https://www.wikidata.org/wiki/Q65949703,training,rule_derived_weak_training_v2,1,,,,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,
