judgement_id,profile_id,user_interests,place_id,poi_name,source_name,source_url,relevance_label,reviewer_notes
P10::wikidata-Q3217592,P10,Culture|Religion,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P10::wikidata-Q25637940,P10,Culture|Religion,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P10::wikidata-Q5370021,P10,Culture|Religion,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P10::wikidata-Q28015701,P10,Culture|Religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P10::osm-node-11017570005,P10,Culture|Religion,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P10::wikidata-Q3533580,P10,Culture|Religion,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P10::wikidata-Q20010653,P10,Culture|Religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P10::osm-node-11096423467,P10,Culture|Religion,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P10::osm-node-11583843280,P10,Culture|Religion,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P10::osm-node-5063761704,P10,Culture|Religion,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P10::osm-node-4440038982,P10,Culture|Religion,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P10::osm-node-4566489017,P10,Culture|Religion,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P10::osm-node-5299675266,P10,Culture|Religion,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
P11::wikidata-Q15717689,P11,Nature|Adventure,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Wikidata,https://www.wikidata.org/wiki/Q15717689,,
P11::wikidata-Q3119056,P11,Nature|Adventure,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Wikidata,https://www.wikidata.org/wiki/Q3119056,,
P11::wikidata-Q5966035,P11,Nature|Adventure,wikidata-Q5966035,Kandy Lake,Wikidata,https://www.wikidata.org/wiki/Q5966035,,
P11::wikidata-Q7876953,P11,Nature|Adventure,wikidata-Q7876953,Udawatta Kele Sanctuary,Wikidata,https://www.wikidata.org/wiki/Q7876953,,
P11::osm-node-3276843504,P11,Nature|Adventure,osm-node-3276843504,Ceylon Tea Museum,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,,
P11::osm-node-4157023134,P11,Nature|Adventure,osm-node-4157023134,Arthur's Seat,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,,
P11::wikidata-Q20859170,P11,Nature|Adventure,wikidata-Q20859170,British Garrison Cemetery,Wikidata,https://www.wikidata.org/wiki/Q20859170,,
P11::wikidata-Q3217592,P11,Nature|Adventure,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P11::wikidata-Q25637940,P11,Nature|Adventure,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P11::wikidata-Q5370021,P11,Nature|Adventure,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P11::wikidata-Q28015701,P11,Nature|Adventure,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P11::osm-node-11017570005,P11,Nature|Adventure,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P11::wikidata-Q3533580,P11,Nature|Adventure,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P11::wikidata-Q20010653,P11,Nature|Adventure,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P11::osm-node-11096423467,P11,Nature|Adventure,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P11::osm-node-11583843280,P11,Nature|Adventure,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P11::osm-node-5063761704,P11,Nature|Adventure,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P11::osm-node-4440038982,P11,Nature|Adventure,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P11::osm-node-4566489017,P11,Nature|Adventure,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P11::osm-node-5299675266,P11,Nature|Adventure,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
P12::wikidata-Q15717689,P12,History|City,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Wikidata,https://www.wikidata.org/wiki/Q15717689,,
P12::wikidata-Q3119056,P12,History|City,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Wikidata,https://www.wikidata.org/wiki/Q3119056,,
P12::wikidata-Q5966035,P12,History|City,wikidata-Q5966035,Kandy Lake,Wikidata,https://www.wikidata.org/wiki/Q5966035,,
P12::wikidata-Q7876953,P12,History|City,wikidata-Q7876953,Udawatta Kele Sanctuary,Wikidata,https://www.wikidata.org/wiki/Q7876953,,
P12::osm-node-3276843504,P12,History|City,osm-node-3276843504,Ceylon Tea Museum,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,,
P12::osm-node-4157023134,P12,History|City,osm-node-4157023134,Arthur's Seat,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,,
P12::wikidata-Q20859170,P12,History|City,wikidata-Q20859170,British Garrison Cemetery,Wikidata,https://www.wikidata.org/wiki/Q20859170,,
P12::wikidata-Q3217592,P12,History|City,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P12::wikidata-Q25637940,P12,History|City,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P12::wikidata-Q5370021,P12,History|City,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P12::wikidata-Q28015701,P12,History|City,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P12::osm-node-11017570005,P12,History|City,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P12::wikidata-Q3533580,P12,History|City,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P12::wikidata-Q20010653,P12,History|City,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P12::osm-node-11096423467,P12,History|City,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P12::osm-node-11583843280,P12,History|City,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P12::osm-node-5063761704,P12,History|City,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P12::osm-node-4440038982,P12,History|City,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P12::osm-node-4566489017,P12,History|City,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P12::osm-node-5299675266,P12,History|City,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
P13::wikidata-Q15717689,P13,Nature|Wildlife|Adventure,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Wikidata,https://www.wikidata.org/wiki/Q15717689,,
P13::wikidata-Q3119056,P13,Nature|Wildlife|Adventure,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Wikidata,https://www.wikidata.org/wiki/Q3119056,,
P13::wikidata-Q5966035,P13,Nature|Wildlife|Adventure,wikidata-Q5966035,Kandy Lake,Wikidata,https://www.wikidata.org/wiki/Q5966035,,
P13::wikidata-Q7876953,P13,Nature|Wildlife|Adventure,wikidata-Q7876953,Udawatta Kele Sanctuary,Wikidata,https://www.wikidata.org/wiki/Q7876953,,
P13::osm-node-3276843504,P13,Nature|Wildlife|Adventure,osm-node-3276843504,Ceylon Tea Museum,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,,
P13::osm-node-4157023134,P13,Nature|Wildlife|Adventure,osm-node-4157023134,Arthur's Seat,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,,
P13::wikidata-Q20859170,P13,Nature|Wildlife|Adventure,wikidata-Q20859170,British Garrison Cemetery,Wikidata,https://www.wikidata.org/wiki/Q20859170,,
P13::wikidata-Q3217592,P13,Nature|Wildlife|Adventure,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P13::wikidata-Q25637940,P13,Nature|Wildlife|Adventure,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P13::wikidata-Q5370021,P13,Nature|Wildlife|Adventure,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P13::wikidata-Q28015701,P13,Nature|Wildlife|Adventure,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P13::osm-node-11017570005,P13,Nature|Wildlife|Adventure,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P13::wikidata-Q3533580,P13,Nature|Wildlife|Adventure,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P13::wikidata-Q20010653,P13,Nature|Wildlife|Adventure,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P13::osm-node-11096423467,P13,Nature|Wildlife|Adventure,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P13::osm-node-11583843280,P13,Nature|Wildlife|Adventure,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P13::osm-node-5063761704,P13,Nature|Wildlife|Adventure,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P13::osm-node-4440038982,P13,Nature|Wildlife|Adventure,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P13::osm-node-4566489017,P13,Nature|Wildlife|Adventure,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P13::osm-node-5299675266,P13,Nature|Wildlife|Adventure,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
P14::wikidata-Q15717689,P14,History|Culture|Religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Wikidata,https://www.wikidata.org/wiki/Q15717689,,
P14::wikidata-Q3119056,P14,History|Culture|Religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Wikidata,https://www.wikidata.org/wiki/Q3119056,,
P14::wikidata-Q5966035,P14,History|Culture|Religion,wikidata-Q5966035,Kandy Lake,Wikidata,https://www.wikidata.org/wiki/Q5966035,,
P14::wikidata-Q7876953,P14,History|Culture|Religion,wikidata-Q7876953,Udawatta Kele Sanctuary,Wikidata,https://www.wikidata.org/wiki/Q7876953,,
P14::osm-node-3276843504,P14,History|Culture|Religion,osm-node-3276843504,Ceylon Tea Museum,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,,
P14::osm-node-4157023134,P14,History|Culture|Religion,osm-node-4157023134,Arthur's Seat,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,,
P14::wikidata-Q20859170,P14,History|Culture|Religion,wikidata-Q20859170,British Garrison Cemetery,Wikidata,https://www.wikidata.org/wiki/Q20859170,,
P14::wikidata-Q3217592,P14,History|Culture|Religion,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P14::wikidata-Q25637940,P14,History|Culture|Religion,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P14::wikidata-Q5370021,P14,History|Culture|Religion,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P14::wikidata-Q28015701,P14,History|Culture|Religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P14::osm-node-11017570005,P14,History|Culture|Religion,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P14::wikidata-Q3533580,P14,History|Culture|Religion,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P14::wikidata-Q20010653,P14,History|Culture|Religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P14::osm-node-11096423467,P14,History|Culture|Religion,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P14::osm-node-11583843280,P14,History|Culture|Religion,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P14::osm-node-5063761704,P14,History|Culture|Religion,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P14::osm-node-4440038982,P14,History|Culture|Religion,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P14::osm-node-4566489017,P14,History|Culture|Religion,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P14::osm-node-5299675266,P14,History|Culture|Religion,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
P15::wikidata-Q15717689,P15,Nature|Culture|City,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Wikidata,https://www.wikidata.org/wiki/Q15717689,,
P15::wikidata-Q3119056,P15,Nature|Culture|City,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Wikidata,https://www.wikidata.org/wiki/Q3119056,,
P15::wikidata-Q5966035,P15,Nature|Culture|City,wikidata-Q5966035,Kandy Lake,Wikidata,https://www.wikidata.org/wiki/Q5966035,,
P15::wikidata-Q7876953,P15,Nature|Culture|City,wikidata-Q7876953,Udawatta Kele Sanctuary,Wikidata,https://www.wikidata.org/wiki/Q7876953,,
P15::osm-node-3276843504,P15,Nature|Culture|City,osm-node-3276843504,Ceylon Tea Museum,OpenStreetMap,https://www.openstreetmap.org/node/3276843504,,
P15::osm-node-4157023134,P15,Nature|Culture|City,osm-node-4157023134,Arthur's Seat,OpenStreetMap,https://www.openstreetmap.org/node/4157023134,,
P15::wikidata-Q20859170,P15,Nature|Culture|City,wikidata-Q20859170,British Garrison Cemetery,Wikidata,https://www.wikidata.org/wiki/Q20859170,,
P15::wikidata-Q3217592,P15,Nature|Culture|City,wikidata-Q3217592,Lankatilaka Vihara,Wikidata,https://www.wikidata.org/wiki/Q3217592,,
P15::wikidata-Q25637940,P15,Nature|Culture|City,wikidata-Q25637940,Gadaladeniya Vihara,Wikidata,https://www.wikidata.org/wiki/Q25637940,,
P15::wikidata-Q5370021,P15,Nature|Culture|City,wikidata-Q5370021,Embekka Devalaya,Wikidata,https://www.wikidata.org/wiki/Q5370021,,
P15::wikidata-Q28015701,P15,Nature|Culture|City,wikidata-Q28015701,Alawathugoda Saman Devalaya,Wikidata,https://www.wikidata.org/wiki/Q28015701,,
P15::osm-node-11017570005,P15,Nature|Culture|City,osm-node-11017570005,Giragama Walawwa,OpenStreetMap,https://www.openstreetmap.org/node/11017570005,,
P15::wikidata-Q3533580,P15,Nature|Culture|City,wikidata-Q3533580,National Museum of Kandy,Wikidata,https://www.wikidata.org/wiki/Q3533580,,
P15::wikidata-Q20010653,P15,Nature|Culture|City,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Wikidata,https://www.wikidata.org/wiki/Q20010653,,
P15::osm-node-11096423467,P15,Nature|Culture|City,osm-node-11096423467,Dawson Tower,OpenStreetMap,https://www.openstreetmap.org/node/11096423467,,
P15::osm-node-11583843280,P15,Nature|Culture|City,osm-node-11583843280,Jodu Ella Water Falls,OpenStreetMap,https://www.openstreetmap.org/node/11583843280,,
P15::osm-node-5063761704,P15,Nature|Culture|City,osm-node-5063761704,Huluganga Ella Waterfall,OpenStreetMap,https://www.openstreetmap.org/node/5063761704,,
P15::osm-node-4440038982,P15,Nature|Culture|City,osm-node-4440038982,Kadiyallana Falls,OpenStreetMap,https://www.openstreetmap.org/node/4440038982,,
P15::osm-node-4566489017,P15,Nature|Culture|City,osm-node-4566489017,Galboda Falls,OpenStreetMap,https://www.openstreetmap.org/node/4566489017,,
P15::osm-node-5299675266,P15,Nature|Culture|City,osm-node-5299675266,Ambuluwawa,OpenStreetMap,https://www.openstreetmap.org/node/5299675266,,
