judgement_id,profile_id,user_interests,place_id,poi_name,verified_poi_tags,overlap_set,interest_coverage,weak_label,rule_version,source_name,source_url
P09::osm-node-5063761704,P09,culture|history,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P09::osm-node-4440038982,P09,culture|history,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P09::osm-node-4566489017,P09,culture|history,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P09::osm-node-5299675266,P09,culture|history,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,culture,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P10::wikidata-Q15717689,P10,culture|religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,culture|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P10::wikidata-Q3119056,P10,culture|religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P10::wikidata-Q5966035,P10,culture|religion,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P10::wikidata-Q7876953,P10,culture|religion,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P10::osm-node-3276843504,P10,culture|religion,osm-node-3276843504,Ceylon Tea Museum,culture|history,culture,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P10::osm-node-4157023134,P10,culture|religion,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P10::wikidata-Q20859170,P10,culture|religion,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P10::wikidata-Q3217592,P10,culture|religion,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,culture|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P10::wikidata-Q25637940,P10,culture|religion,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,culture|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P10::wikidata-Q5370021,P10,culture|religion,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,culture|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P10::wikidata-Q28015701,P10,culture|religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,culture|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P10::osm-node-11017570005,P10,culture|religion,osm-node-11017570005,Giragama Walawwa,culture|history,culture,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P10::wikidata-Q3533580,P10,culture|religion,wikidata-Q3533580,National Museum of Kandy,culture|history,culture,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P10::wikidata-Q20010653,P10,culture|religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,culture,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P10::osm-node-11096423467,P10,culture|religion,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P10::osm-node-11583843280,P10,culture|religion,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P10::osm-node-5063761704,P10,culture|religion,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P10::osm-node-4440038982,P10,culture|religion,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P10::osm-node-4566489017,P10,culture|religion,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P10::osm-node-5299675266,P10,culture|religion,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,culture,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P11::wikidata-Q15717689,P11,adventure|nature,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P11::wikidata-Q3119056,P11,adventure|nature,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,nature,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P11::wikidata-Q5966035,P11,adventure|nature,wikidata-Q5966035,Kandy Lake,city|nature,nature,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P11::wikidata-Q7876953,P11,adventure|nature,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,nature,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P11::osm-node-3276843504,P11,adventure|nature,osm-node-3276843504,Ceylon Tea Museum,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P11::osm-node-4157023134,P11,adventure|nature,osm-node-4157023134,Arthur's Seat,city|nature,nature,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P11::wikidata-Q20859170,P11,adventure|nature,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P11::wikidata-Q3217592,P11,adventure|nature,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P11::wikidata-Q25637940,P11,adventure|nature,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P11::wikidata-Q5370021,P11,adventure|nature,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P11::wikidata-Q28015701,P11,adventure|nature,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P11::osm-node-11017570005,P11,adventure|nature,osm-node-11017570005,Giragama Walawwa,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P11::wikidata-Q3533580,P11,adventure|nature,wikidata-Q3533580,National Museum of Kandy,culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P11::wikidata-Q20010653,P11,adventure|nature,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P11::osm-node-11096423467,P11,adventure|nature,osm-node-11096423467,Dawson Tower,city|history,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P11::osm-node-11583843280,P11,adventure|nature,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,adventure|nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P11::osm-node-5063761704,P11,adventure|nature,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,adventure|nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P11::osm-node-4440038982,P11,adventure|nature,osm-node-4440038982,Kadiyallana Falls,adventure|nature,adventure|nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P11::osm-node-4566489017,P11,adventure|nature,osm-node-4566489017,Galboda Falls,adventure|nature,adventure|nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P11::osm-node-5299675266,P11,adventure|nature,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,adventure|nature,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P12::wikidata-Q15717689,P12,city|history,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P12::wikidata-Q3119056,P12,city|history,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P12::wikidata-Q5966035,P12,city|history,wikidata-Q5966035,Kandy Lake,city|nature,city,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P12::wikidata-Q7876953,P12,city|history,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P12::osm-node-3276843504,P12,city|history,osm-node-3276843504,Ceylon Tea Museum,culture|history,history,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P12::osm-node-4157023134,P12,city|history,osm-node-4157023134,Arthur's Seat,city|nature,city,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P12::wikidata-Q20859170,P12,city|history,wikidata-Q20859170,British Garrison Cemetery,history,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P12::wikidata-Q3217592,P12,city|history,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P12::wikidata-Q25637940,P12,city|history,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P12::wikidata-Q5370021,P12,city|history,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P12::wikidata-Q28015701,P12,city|history,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P12::osm-node-11017570005,P12,city|history,osm-node-11017570005,Giragama Walawwa,culture|history,history,0.500000,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P12::wikidata-Q3533580,P12,city|history,wikidata-Q3533580,National Museum of Kandy,culture|history,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P12::wikidata-Q20010653,P12,city|history,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,history,0.500000,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P12::osm-node-11096423467,P12,city|history,osm-node-11096423467,Dawson Tower,city|history,city|history,1.000000,2,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P12::osm-node-11583843280,P12,city|history,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P12::osm-node-5063761704,P12,city|history,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P12::osm-node-4440038982,P12,city|history,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P12::osm-node-4566489017,P12,city|history,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P12::osm-node-5299675266,P12,city|history,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P14::wikidata-Q15717689,P14,culture|history|religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,culture|history|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P14::wikidata-Q3119056,P14,culture|history|religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P14::wikidata-Q5966035,P14,culture|history|religion,wikidata-Q5966035,Kandy Lake,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P14::wikidata-Q7876953,P14,culture|history|religion,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P14::osm-node-3276843504,P14,culture|history|religion,osm-node-3276843504,Ceylon Tea Museum,culture|history,culture|history,0.666667,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P14::osm-node-4157023134,P14,culture|history|religion,osm-node-4157023134,Arthur's Seat,city|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P14::wikidata-Q20859170,P14,culture|history|religion,wikidata-Q20859170,British Garrison Cemetery,history,history,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P14::wikidata-Q3217592,P14,culture|history|religion,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,culture|history|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P14::wikidata-Q25637940,P14,culture|history|religion,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,culture|history|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P14::wikidata-Q5370021,P14,culture|history|religion,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,culture|history|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P14::wikidata-Q28015701,P14,culture|history|religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,culture|history|religion,1.000000,2,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P14::osm-node-11017570005,P14,culture|history|religion,osm-node-11017570005,Giragama Walawwa,culture|history,culture|history,0.666667,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P14::wikidata-Q3533580,P14,culture|history|religion,wikidata-Q3533580,National Museum of Kandy,culture|history,culture|history,0.666667,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P14::wikidata-Q20010653,P14,culture|history|religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,culture|history,0.666667,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P14::osm-node-11096423467,P14,culture|history|religion,osm-node-11096423467,Dawson Tower,city|history,history,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P14::osm-node-11583843280,P14,culture|history|religion,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P14::osm-node-5063761704,P14,culture|history|religion,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P14::osm-node-4440038982,P14,culture|history|religion,osm-node-4440038982,Kadiyallana Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P14::osm-node-4566489017,P14,culture|history|religion,osm-node-4566489017,Galboda Falls,adventure|nature,,0.000000,0,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P14::osm-node-5299675266,P14,culture|history|religion,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,culture,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P15::wikidata-Q15717689,P15,city|culture|nature,wikidata-Q15717689,Temple of the Sacred Tooth Relic,culture|history|religion,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P15::wikidata-Q3119056,P15,city|culture|nature,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",nature,nature,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P15::wikidata-Q5966035,P15,city|culture|nature,wikidata-Q5966035,Kandy Lake,city|nature,city|nature,0.666667,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P15::wikidata-Q7876953,P15,city|culture|nature,wikidata-Q7876953,Udawatta Kele Sanctuary,nature|wildlife,nature,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P15::osm-node-3276843504,P15,city|culture|nature,osm-node-3276843504,Ceylon Tea Museum,culture|history,culture,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P15::osm-node-4157023134,P15,city|culture|nature,osm-node-4157023134,Arthur's Seat,city|nature,city|nature,0.666667,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P15::wikidata-Q20859170,P15,city|culture|nature,wikidata-Q20859170,British Garrison Cemetery,history,,0.000000,0,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P15::wikidata-Q3217592,P15,city|culture|nature,wikidata-Q3217592,Lankatilaka Vihara,culture|history|religion,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P15::wikidata-Q25637940,P15,city|culture|nature,wikidata-Q25637940,Gadaladeniya Vihara,culture|history|religion,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P15::wikidata-Q5370021,P15,city|culture|nature,wikidata-Q5370021,Embekka Devalaya,culture|history|religion,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P15::wikidata-Q28015701,P15,city|culture|nature,wikidata-Q28015701,Alawathugoda Saman Devalaya,culture|history|religion,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P15::osm-node-11017570005,P15,city|culture|nature,osm-node-11017570005,Giragama Walawwa,culture|history,culture,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P15::wikidata-Q3533580,P15,city|culture|nature,wikidata-Q3533580,National Museum of Kandy,culture|history,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P15::wikidata-Q20010653,P15,city|culture|nature,wikidata-Q20010653,"National Railway Museum, Kadugannawa",culture|history,culture,0.333333,1,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P15::osm-node-11096423467,P15,city|culture|nature,osm-node-11096423467,Dawson Tower,city|history,city,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P15::osm-node-11583843280,P15,city|culture|nature,osm-node-11583843280,Jodu Ella Water Falls,adventure|nature,nature,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P15::osm-node-5063761704,P15,city|culture|nature,osm-node-5063761704,Huluganga Ella Waterfall,adventure|nature,nature,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P15::osm-node-4440038982,P15,city|culture|nature,osm-node-4440038982,Kadiyallana Falls,adventure|nature,nature,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P15::osm-node-4566489017,P15,city|culture|nature,osm-node-4566489017,Galboda Falls,adventure|nature,nature,0.333333,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P15::osm-node-5299675266,P15,city|culture|nature,osm-node-5299675266,Ambuluwawa,adventure|culture|nature,culture|nature,0.666667,1,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
