judgement_id,profile_id,user_interests,place_id,poi_name,district,verified_poi_tags,overlap_set,interest_coverage,weak_label,label_provenance,rule_version,source_name,source_url
P03::wikidata-Q23585049,P03,culture,wikidata-Q23585049,One Tree Hill,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q23585049
P03::wikidata-Q37551,P03,culture,wikidata-Q37551,Devon Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37551
P03::wikidata-Q375975,P03,culture,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,adventure|nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q375975
P03::wikidata-Q37700,P03,culture,wikidata-Q37700,Elgin Falls,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37700
P03::wikidata-Q38350,P03,culture,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q38350
P03::wikidata-Q5640438,P03,culture,wikidata-Q5640438,Hakgala,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5640438
P03::wikidata-Q7796948,P03,culture,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,adventure|nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7796948
P03::wikidata-Q97262496,P03,culture,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q97262496
P04::wikidata-Q15717689,P04,religion,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Kandy,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P04::wikidata-Q3119056,P04,religion,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Kandy,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P04::wikidata-Q5966035,P04,religion,wikidata-Q5966035,Kandy Lake,Kandy,city|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P04::wikidata-Q7876953,P04,religion,wikidata-Q7876953,Udawatta Kele Sanctuary,Kandy,nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P04::osm-node-3276843504,P04,religion,osm-node-3276843504,Ceylon Tea Museum,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P04::osm-node-4157023134,P04,religion,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P04::wikidata-Q20859170,P04,religion,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P04::wikidata-Q3217592,P04,religion,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P04::wikidata-Q25637940,P04,religion,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P04::wikidata-Q5370021,P04,religion,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P04::wikidata-Q28015701,P04,religion,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P04::osm-node-11017570005,P04,religion,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P04::wikidata-Q3533580,P04,religion,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P04::wikidata-Q20010653,P04,religion,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P04::osm-node-11096423467,P04,religion,osm-node-11096423467,Dawson Tower,Kandy,city|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P04::osm-node-11583843280,P04,religion,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P04::osm-node-5063761704,P04,religion,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P04::osm-node-4440038982,P04,religion,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P04::osm-node-4566489017,P04,religion,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P04::osm-node-5299675266,P04,religion,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P04::wikidata-Q16308678,P04,religion,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q16308678
P04::wikidata-Q19700397,P04,religion,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q19700397
P04::wikidata-Q25104534,P04,religion,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25104534
P04::wikidata-Q272153,P04,religion,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q272153
P04::wikidata-Q45690,P04,religion,wikidata-Q45690,Dambulla Cave Temple,Matale,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q45690
P04::wikidata-Q65949703,P04,religion,wikidata-Q65949703,Pidurangala Rock,Matale,adventure|nature|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q65949703
P04::wikidata-Q3335386,P04,religion,wikidata-Q3335386,Nalanda Gedige,Matale,culture|history|religion,religion,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3335386
P04::wikidata-Q18915186,P04,religion,wikidata-Q18915186,Sembuwatta Lake,Matale,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q18915186
P04::osm-way-191390663,P04,religion,osm-way-191390663,Sigiriya Museum,Matale,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/way/191390663
P04::osm-node-2714398529,P04,religion,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/2714398529
P04::wikidata-Q1146327,P04,religion,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q1146327
P04::wikidata-Q19710937,P04,religion,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q19710937
P04::wikidata-Q23585049,P04,religion,wikidata-Q23585049,One Tree Hill,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q23585049
P04::wikidata-Q37551,P04,religion,wikidata-Q37551,Devon Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37551
P04::wikidata-Q375975,P04,religion,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,adventure|nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q375975
P04::wikidata-Q37700,P04,religion,wikidata-Q37700,Elgin Falls,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37700
P04::wikidata-Q38350,P04,religion,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q38350
P04::wikidata-Q5640438,P04,religion,wikidata-Q5640438,Hakgala,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5640438
P04::wikidata-Q7796948,P04,religion,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,adventure|nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7796948
P04::wikidata-Q97262496,P04,religion,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q97262496
P05::wikidata-Q15717689,P05,wildlife,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P05::wikidata-Q3119056,P05,wildlife,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Kandy,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P05::wikidata-Q5966035,P05,wildlife,wikidata-Q5966035,Kandy Lake,Kandy,city|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P05::wikidata-Q7876953,P05,wildlife,wikidata-Q7876953,Udawatta Kele Sanctuary,Kandy,nature|wildlife,wildlife,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P05::osm-node-3276843504,P05,wildlife,osm-node-3276843504,Ceylon Tea Museum,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P05::osm-node-4157023134,P05,wildlife,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P05::wikidata-Q20859170,P05,wildlife,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P05::wikidata-Q3217592,P05,wildlife,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P05::wikidata-Q25637940,P05,wildlife,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P05::wikidata-Q5370021,P05,wildlife,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P05::wikidata-Q28015701,P05,wildlife,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P05::osm-node-11017570005,P05,wildlife,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P05::wikidata-Q3533580,P05,wildlife,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P05::wikidata-Q20010653,P05,wildlife,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P05::osm-node-11096423467,P05,wildlife,osm-node-11096423467,Dawson Tower,Kandy,city|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P05::osm-node-11583843280,P05,wildlife,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P05::osm-node-5063761704,P05,wildlife,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P05::osm-node-4440038982,P05,wildlife,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P05::osm-node-4566489017,P05,wildlife,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P05::osm-node-5299675266,P05,wildlife,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P05::wikidata-Q16308678,P05,wildlife,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q16308678
P05::wikidata-Q19700397,P05,wildlife,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q19700397
P05::wikidata-Q25104534,P05,wildlife,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25104534
P05::wikidata-Q272153,P05,wildlife,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q272153
P05::wikidata-Q45690,P05,wildlife,wikidata-Q45690,Dambulla Cave Temple,Matale,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q45690
P05::wikidata-Q65949703,P05,wildlife,wikidata-Q65949703,Pidurangala Rock,Matale,adventure|nature|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q65949703
P05::wikidata-Q3335386,P05,wildlife,wikidata-Q3335386,Nalanda Gedige,Matale,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3335386
P05::wikidata-Q18915186,P05,wildlife,wikidata-Q18915186,Sembuwatta Lake,Matale,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q18915186
P05::osm-way-191390663,P05,wildlife,osm-way-191390663,Sigiriya Museum,Matale,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/way/191390663
P05::osm-node-2714398529,P05,wildlife,osm-node-2714398529,NIFS Sam Popham's Arboretum,Matale,nature|wildlife,wildlife,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/2714398529
P05::wikidata-Q1146327,P05,wildlife,wikidata-Q1146327,Pidurutalagala,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q1146327
P05::wikidata-Q19710937,P05,wildlife,wikidata-Q19710937,Dunsinane Falls,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q19710937
P05::wikidata-Q23585049,P05,wildlife,wikidata-Q23585049,One Tree Hill,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q23585049
P05::wikidata-Q37551,P05,wildlife,wikidata-Q37551,Devon Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37551
P05::wikidata-Q375975,P05,wildlife,wikidata-Q375975,Kirigalpoththa,Nuwara Eliya,adventure|nature|wildlife,wildlife,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q375975
P05::wikidata-Q37700,P05,wildlife,wikidata-Q37700,Elgin Falls,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q37700
P05::wikidata-Q38350,P05,wildlife,wikidata-Q38350,St. Clair's Falls,Nuwara Eliya,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q38350
P05::wikidata-Q5640438,P05,wildlife,wikidata-Q5640438,Hakgala,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5640438
P05::wikidata-Q7796948,P05,wildlife,wikidata-Q7796948,Totapolakanda,Nuwara Eliya,adventure|nature|wildlife,wildlife,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7796948
P05::wikidata-Q97262496,P05,wildlife,wikidata-Q97262496,Kurundu Oya Waterfall,Nuwara Eliya,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q97262496
P07::wikidata-Q15717689,P07,city,wikidata-Q15717689,Temple of the Sacred Tooth Relic,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q15717689
P07::wikidata-Q3119056,P07,city,wikidata-Q3119056,"Royal Botanic Gardens, Peradeniya",Kandy,nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3119056
P07::wikidata-Q5966035,P07,city,wikidata-Q5966035,Kandy Lake,Kandy,city|nature,city,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5966035
P07::wikidata-Q7876953,P07,city,wikidata-Q7876953,Udawatta Kele Sanctuary,Kandy,nature|wildlife,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q7876953
P07::osm-node-3276843504,P07,city,osm-node-3276843504,Ceylon Tea Museum,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/3276843504
P07::osm-node-4157023134,P07,city,osm-node-4157023134,Arthur's Seat,Kandy,city|nature,city,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4157023134
P07::wikidata-Q20859170,P07,city,wikidata-Q20859170,British Garrison Cemetery,Kandy,history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20859170
P07::wikidata-Q3217592,P07,city,wikidata-Q3217592,Lankatilaka Vihara,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3217592
P07::wikidata-Q25637940,P07,city,wikidata-Q25637940,Gadaladeniya Vihara,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25637940
P07::wikidata-Q5370021,P07,city,wikidata-Q5370021,Embekka Devalaya,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q5370021
P07::wikidata-Q28015701,P07,city,wikidata-Q28015701,Alawathugoda Saman Devalaya,Kandy,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q28015701
P07::osm-node-11017570005,P07,city,osm-node-11017570005,Giragama Walawwa,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11017570005
P07::wikidata-Q3533580,P07,city,wikidata-Q3533580,National Museum of Kandy,Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q3533580
P07::wikidata-Q20010653,P07,city,wikidata-Q20010653,"National Railway Museum, Kadugannawa",Kandy,culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q20010653
P07::osm-node-11096423467,P07,city,osm-node-11096423467,Dawson Tower,Kandy,city|history,city,1.000000,2,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11096423467
P07::osm-node-11583843280,P07,city,osm-node-11583843280,Jodu Ella Water Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/11583843280
P07::osm-node-5063761704,P07,city,osm-node-5063761704,Huluganga Ella Waterfall,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5063761704
P07::osm-node-4440038982,P07,city,osm-node-4440038982,Kadiyallana Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4440038982
P07::osm-node-4566489017,P07,city,osm-node-4566489017,Galboda Falls,Kandy,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/4566489017
P07::osm-node-5299675266,P07,city,osm-node-5299675266,Ambuluwawa,Kandy,adventure|culture|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,OpenStreetMap,https://www.openstreetmap.org/node/5299675266
P07::wikidata-Q16308678,P07,city,wikidata-Q16308678,Matale Muthumariyamman Temple,Matale,culture|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q16308678
P07::wikidata-Q19700397,P07,city,wikidata-Q19700397,Aluvihare Rock Temple,Matale,culture|history|religion,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q19700397
P07::wikidata-Q25104534,P07,city,wikidata-Q25104534,Sera Ella Falls,Matale,adventure|nature,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q25104534
P07::wikidata-Q272153,P07,city,wikidata-Q272153,Sigiriya,Matale,adventure|culture|history,,0.000000,0,rule_derived_weak_supervision_not_human,verified_tag_interest_coverage_v1,Wikidata,https://www.wikidata.org/wiki/Q272153
